name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Beni M'hira,L6,19000,Fell,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=5018,32.86667,10.8,834,56:02.8,11:51.9,1/1/2001 0:00,10.8,32.86667,"{""type"":""Point"",""coordinates"":[10.8,32.86667]}"
Benld,H6,1770.5,Fell,1938,http://www.lpi.usra.edu/meteor/metbull.php?code=5021,39.08333,-89.15,2897,56:02.8,11:51.9,1/1/1938 0:00,-89.15,39.08333,"{""type"":""Point"",""coordinates"":[-89.15,39.08333]}"
Benoni,H6,3880,Fell,1943,http://www.lpi.usra.edu/meteor/metbull.php?code=5023,-26.16667,28.41667,1994,56:02.8,11:51.9,1/1/1943 0:00,28.41667,-26.16667,"{""type"":""Point"",""coordinates"":[28.41667,-26.16667]}"
Bensour,LL6,45000,Fell,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=5024,30,-7,475,56:02.8,11:51.9,1/1/2002 0:00,-7,30,"{""type"":""Point"",""coordinates"":[-7,30]}"
Benton,LL6,2840,Fell,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=5026,45.95,-67.55,2316,56:02.8,11:51.9,1/1/1949 0:00,-67.55,45.95,"{""type"":""Point"",""coordinates"":[-67.55,45.95]}"
Berduc,L6,270,Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48975,-31.91,-58.32833,7038,56:02.8,11:51.9,1/1/2008 0:00,-58.32833,-31.91,"{""type"":""Point"",""coordinates"":[-58.32833,-31.91]}"
Berlanguillas,L6,1440,Fell,1811,http://www.lpi.usra.edu/meteor/metbull.php?code=5029,41.68333,-3.8,3196,56:02.8,11:51.9,1811-01-01 00:00:00,-3.8,41.68333,"{""type"":""Point"",""coordinates"":[-3.8,41.68333]}"
Berthoud,Eucrite-mmict,960,Fell,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=47355,40.30583,-105.02325,3871,56:02.8,11:51.9,1/1/2004 0:00,-105.02325,40.30583,"{""type"":""Point"",""coordinates"":[-105.02325,40.30583]}"
Bethlehem,H,13.9,Fell,1859,http://www.lpi.usra.edu/meteor/metbull.php?code=5032,42.53333,-73.83333,20330,56:02.8,11:51.9,1859-01-01 00:00:00,-73.83333,42.53333,"{""type"":""Point"",""coordinates"":[-73.83333,42.53333]}"
Beuste,L5,2000,Fell,1859,http://www.lpi.usra.edu/meteor/metbull.php?code=5034,43.21667,-0.23333,2715,56:02.8,11:51.9,1859-01-01 00:00:00,-0.23333,43.21667,"{""type"":""Point"",""coordinates"":[-0.23333,43.21667]}"
Beyrout,LL3.8,1100,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=5035,33.88333,35.5,3611,56:02.8,11:51.9,1/1/1921 0:00,35.5,33.88333,"{""type"":""Point"",""coordinates"":[35.5,33.88333]}"
Bezerros,Doubtful Iron,0,Fell,1915,http://www.lpi.usra.edu/meteor/metbull.php?code=5036,-8.3,-36.1,34339,56:02.8,11:51.9,1/1/1915 0:00,-36.1,-8.3,"{""type"":""Point"",""coordinates"":[-36.1,-8.3]}"
Bhagur,L6,18,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=5037,20.88333,74.83333,18949,56:02.8,11:51.9,1877-01-01 00:00:00,74.83333,20.88333,"{""type"":""Point"",""coordinates"":[74.83333,20.88333]}"
Bhawad,LL6,678,Fell,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=36591,26.50833,73.11528,4568,56:02.8,11:51.9,1/1/2002 0:00,73.11528,26.50833,"{""type"":""Point"",""coordinates"":[73.11528,26.50833]}"
Bheenwal,Doubtful stone,1470,Fell,1865,http://www.lpi.usra.edu/meteor/metbull.php?code=5038,25.15,73.06667,3154,56:02.8,11:51.9,1865-01-01 00:00:00,73.06667,25.15,"{""type"":""Point"",""coordinates"":[73.06667,25.15]}"
Bherai,L6,100,Fell,1893,http://www.lpi.usra.edu/meteor/metbull.php?code=5039,20.83333,71.46667,10693,56:02.8,11:51.9,1893-01-01 00:00:00,71.46667,20.83333,"{""type"":""Point"",""coordinates"":[71.46667,20.83333]}"
Bhola,LL3-6,1047,Fell,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=5040,22.68333,90.65,3698,56:02.8,11:51.9,1/1/1940 0:00,90.65,22.68333,"{""type"":""Point"",""coordinates"":[90.65,22.68333]}"
Bholghati,Howardite,2500,Fell,1905,http://www.lpi.usra.edu/meteor/metbull.php?code=5041,22.08333,86.9,2445,56:02.8,11:51.9,1/1/1905 0:00,86.9,22.08333,"{""type"":""Point"",""coordinates"":[86.9,22.08333]}"
B̩r̩ba,Eucrite-mmict,18000,Fell,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=5028,11.65,-3.65,856,56:02.8,11:51.9,1/1/1924 0:00,-3.65,11.65,"{""type"":""Point"",""coordinates"":[-3.65,11.65]}"
Bialystok,Eucrite-pmict,4000,Fell,1827,http://www.lpi.usra.edu/meteor/metbull.php?code=5042,53.1,23.2,1946,56:02.8,11:51.9,1827-01-01 00:00:00,23.2,53.1,"{""type"":""Point"",""coordinates"":[23.2,53.1]}"
Bielokrynitschie,H4,1900,Fell,1887,http://www.lpi.usra.edu/meteor/metbull.php?code=5043,50.13333,27.16667,2798,56:02.8,11:51.9,1887-01-01 00:00:00,27.16667,50.13333,"{""type"":""Point"",""coordinates"":[27.16667,50.13333]}"
Bilanga,Diogenite,25000,Fell,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=5045,12.45,-0.08333,703,56:02.8,11:51.9,1/1/1999 0:00,-0.08333,12.45,"{""type"":""Point"",""coordinates"":[-0.08333,12.45]}"
Binningup,H5,488.1,Fell,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=5051,-33.15639,115.67639,5289,56:02.8,11:51.9,1/1/1984 0:00,115.67639,-33.15639,"{""type"":""Point"",""coordinates"":[115.67639,-33.15639]}"
Birgi,Doubtful Iron,50800,Fell,1332,http://www.lpi.usra.edu/meteor/metbull.php?code=5055,38.23333,28.1,415,56:02.8,11:51.9,1332-01-01 00:00:00,28.1,38.23333,"{""type"":""Point"",""coordinates"":[28.1,38.23333]}"
Birni N'konni,H4,560,Fell,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=5056,13.76667,5.3,4977,56:02.8,11:51.9,1/1/1923 0:00,5.3,13.76667,"{""type"":""Point"",""coordinates"":[5.3,13.76667]}"
Bishopville,Aubrite,6000,Fell,1843,http://www.lpi.usra.edu/meteor/metbull.php?code=5059,34.16667,-80.28333,1584,56:02.8,11:51.9,1843-01-01 00:00:00,-80.28333,34.16667,"{""type"":""Point"",""coordinates"":[-80.28333,34.16667]}"
Bishunpur,LL3.15,1039,Fell,1895,http://www.lpi.usra.edu/meteor/metbull.php?code=5060,25.38333,82.6,3715,56:02.8,11:51.9,1895-01-01 00:00:00,82.6,25.38333,"{""type"":""Point"",""coordinates"":[82.6,25.38333]}"
Bjelaja Zerkov,H6,1850,Fell,1796,http://www.lpi.usra.edu/meteor/metbull.php?code=5063,49.78333,30.16667,2836,56:02.8,11:51.9,1796-01-01 00:00:00,30.16667,49.78333,"{""type"":""Point"",""coordinates"":[30.16667,49.78333]}"
Bjurb̦le,L/LL4,330000,Fell,1899,http://www.lpi.usra.edu/meteor/metbull.php?code=5064,60.4,25.8,102,56:02.8,11:51.9,1899-01-01 00:00:00,25.8,60.4,"{""type"":""Point"",""coordinates"":[25.8,60.4]}"
Black Moshannan Park,L5,705,Fell,1941,http://www.lpi.usra.edu/meteor/metbull.php?code=5065,40.91667,-78.08333,4488,56:02.8,11:51.9,1/1/1941 0:00,-78.08333,40.91667,"{""type"":""Point"",""coordinates"":[-78.08333,40.91667]}"
Blackwell,L5,2381,Fell,1906,http://www.lpi.usra.edu/meteor/metbull.php?code=5068,36.83333,-97.33333,2514,56:02.8,11:51.9,1/1/1906 0:00,-97.33333,36.83333,"{""type"":""Point"",""coordinates"":[-97.33333,36.83333]}"
Blanket,L6,5100,Fell,1909,http://www.lpi.usra.edu/meteor/metbull.php?code=5071,31.83333,-98.83333,1715,56:02.8,11:51.9,1/1/1909 0:00,-98.83333,31.83333,"{""type"":""Point"",""coordinates"":[-98.83333,31.83333]}"
Blansko,H6,470,Fell,1833,http://www.lpi.usra.edu/meteor/metbull.php?code=5072,49.36667,16.63333,5388,56:02.8,11:51.9,1833-01-01 00:00:00,16.63333,49.36667,"{""type"":""Point"",""coordinates"":[16.63333,49.36667]}"
Bloomington,LL6,67.8,Fell,1938,http://www.lpi.usra.edu/meteor/metbull.php?code=5076,40.48,-89.00417,12329,56:02.8,11:51.9,1/1/1938 0:00,-89.00417,40.48,"{""type"":""Point"",""coordinates"":[-89.00417,40.48]}"
Bo Xian,LL3.9,7500,Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=5090,33.83333,115.83333,1425,56:02.8,11:51.9,1/1/1977 0:00,115.83333,33.83333,"{""type"":""Point"",""coordinates"":[115.83333,33.83333]}"
Bocas,L6,56,Fell,1804,http://www.lpi.usra.edu/meteor/metbull.php?code=5093,23,-102,13147,56:02.8,11:51.9,1804-01-01 00:00:00,-102,23,"{""type"":""Point"",""coordinates"":[-102,23]}"
Bogou,"Iron, IAB-MG",8800,Fell,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=5097,12.5,0.7,1305,56:02.8,11:51.9,1/1/1962 0:00,0.7,12.5,"{""type"":""Point"",""coordinates"":[0.7,12.5]}"
Boguslavka,"Iron, IIAB",256000,Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=5098,44.55,131.63333,133,56:02.8,11:51.9,1/1/1916 0:00,131.63333,44.55,"{""type"":""Point"",""coordinates"":[131.63333,44.55]}"
Borgo San Donino,LL6,1676,Fell,1808,http://www.lpi.usra.edu/meteor/metbull.php?code=5110,44.86667,10.05,2972,56:02.8,11:51.9,1808-01-01 00:00:00,10.05,44.86667,"{""type"":""Point"",""coordinates"":[10.05,44.86667]}"
Bori,L6,8600,Fell,1894,http://www.lpi.usra.edu/meteor/metbull.php?code=5111,21.95,78.03333,1316,56:02.8,11:51.9,1894-01-01 00:00:00,78.03333,21.95,"{""type"":""Point"",""coordinates"":[78.03333,21.95]}"
Boriskino,CM2,1342,Fell,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=5112,54.23333,52.48333,3302,56:02.8,11:51.9,1/1/1930 0:00,52.48333,54.23333,"{""type"":""Point"",""coordinates"":[52.48333,54.23333]}"
Borkut,L5,7000,Fell,1852,http://www.lpi.usra.edu/meteor/metbull.php?code=5113,48.15,24.28333,1460,56:02.8,11:51.9,1852-01-01 00:00:00,24.28333,48.15,"{""type"":""Point"",""coordinates"":[24.28333,48.15]}"
Borodino,H5,500,Fell,1812,http://www.lpi.usra.edu/meteor/metbull.php?code=5114,55.46667,35.86667,5220,56:02.8,11:51.9,1812-01-01 00:00:00,35.86667,55.46667,"{""type"":""Point"",""coordinates"":[35.86667,55.46667]}"
Botschetschki,L4,614,Fell,1823,http://www.lpi.usra.edu/meteor/metbull.php?code=5117,51.33333,33.88333,4764,56:02.8,11:51.9,1823-01-01 00:00:00,33.88333,51.33333,"{""type"":""Point"",""coordinates"":[33.88333,51.33333]}"
Bovedy,L3,5460,Fell,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=5121,54.56667,-6.33333,1667,56:02.8,11:51.9,1/1/1969 0:00,-6.33333,54.56667,"{""type"":""Point"",""coordinates"":[-6.33333,54.56667]}"
Bradford Woods,L,762,Fell,1886,http://www.lpi.usra.edu/meteor/metbull.php?code=5128,40.5,-80.08333,4313,56:02.8,11:51.9,1886-01-01 00:00:00,-80.08333,40.5,"{""type"":""Point"",""coordinates"":[-80.08333,40.5]}"
Braunau,"Iron, IIAB",39000,Fell,1847,http://www.lpi.usra.edu/meteor/metbull.php?code=5133,50.6,16.3,533,56:02.8,11:51.9,1847-01-01 00:00:00,16.3,50.6,"{""type"":""Point"",""coordinates"":[16.3,50.6]}"
Breitscheid,H5,1500,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=5134,50.66694,8.18361,3128,56:02.8,11:51.9,1/1/1956 0:00,8.18361,50.66694,"{""type"":""Point"",""coordinates"":[8.18361,50.66694]}"
Bremerv̦rde,H/L3.9,7250,Fell,1855,http://www.lpi.usra.edu/meteor/metbull.php?code=5135,53.4,9.1,1444,56:02.8,11:51.9,1855-01-01 00:00:00,9.1,53.4,"{""type"":""Point"",""coordinates"":[9.1,53.4]}"
Brianza,Pseudometeorite,14,Fell,1760,http://www.lpi.usra.edu/meteor/metbull.php?code=5138,45.75,9.25,20283,56:02.8,11:51.9,1760-01-01 00:00:00,9.25,45.75,"{""type"":""Point"",""coordinates"":[9.25,45.75]}"
Brient,Eucrite-pmict,219,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=5140,52.13333,59.31667,7742,56:02.8,11:51.9,1/1/1933 0:00,59.31667,52.13333,"{""type"":""Point"",""coordinates"":[59.31667,52.13333]}"
Bruderheim,L6,303000,Fell,1960,http://www.lpi.usra.edu/meteor/metbull.php?code=5156,53.9,-112.88333,112,56:02.8,11:51.9,1/1/1960 0:00,-112.88333,53.9,"{""type"":""Point"",""coordinates"":[-112.88333,53.9]}"
Brussels,Doubtful stone,0,Fell,1520,http://www.lpi.usra.edu/meteor/metbull.php?code=5159,50.86667,4.36667,34265,56:02.8,11:51.9,1520-01-01 00:00:00,4.36667,50.86667,"{""type"":""Point"",""coordinates"":[4.36667,50.86667]}"
Bukhara,CV3,5300,Fell,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=30448,39.77978,64.60035,1689,56:02.8,11:51.9,1/1/2001 0:00,64.60035,39.77978,"{""type"":""Point"",""coordinates"":[64.60035,39.77978]}"
Bunburra Rockhole,Eucrite,324,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=48653,-31.35,129.19,6490,56:02.8,11:51.9,1/1/2007 0:00,129.19,-31.35,"{""type"":""Point"",""coordinates"":[129.19,-31.35]}"
Bununu,Howardite,357,Fell,1942,http://www.lpi.usra.edu/meteor/metbull.php?code=5165,10.01667,9.58333,6203,56:02.8,11:51.9,1/1/1942 0:00,9.58333,10.01667,"{""type"":""Point"",""coordinates"":[9.58333,10.01667]}"
Bur-Gheluai,H5,120000,Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=5169,5,48,228,56:02.8,11:51.9,1/1/1919 0:00,48,5,"{""type"":""Point"",""coordinates"":[48,5]}"
Burnwell,H4-an,1504,Fell,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=5175,37.62194,-82.23722,3108,56:02.8,11:51.9,1/1/1990 0:00,-82.23722,37.62194,"{""type"":""Point"",""coordinates"":[-82.23722,37.62194]}"
Bursa,L6,25000,Fell,1946,http://www.lpi.usra.edu/meteor/metbull.php?code=5177,40.2,29.23333,699,56:02.8,11:51.9,1/1/1946 0:00,29.23333,40.2,"{""type"":""Point"",""coordinates"":[29.23333,40.2]}"
Buschhof,L6,5000,Fell,1863,http://www.lpi.usra.edu/meteor/metbull.php?code=5178,46.45,25.78333,1733,56:02.8,11:51.9,1863-01-01 00:00:00,25.78333,46.45,"{""type"":""Point"",""coordinates"":[25.78333,46.45]}"
Bustee,Aubrite,1500,Fell,1852,http://www.lpi.usra.edu/meteor/metbull.php?code=5181,26.78333,82.83333,3115,56:02.8,11:51.9,1852-01-01 00:00:00,82.83333,26.78333,"{""type"":""Point"",""coordinates"":[82.83333,26.78333]}"
Butsura,H6,29000,Fell,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=5183,27.08333,84.08333,623,56:02.8,11:51.9,1861-01-01 00:00:00,84.08333,27.08333,"{""type"":""Point"",""coordinates"":[84.08333,27.08333]}"
Buzzard Coulee,H4,41000,Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48654,52.996,-109.84817,514,56:02.8,11:51.9,1/1/2008 0:00,-109.84817,52.996,"{""type"":""Point"",""coordinates"":[-109.84817,52.996]}"
Cabezo de Mayo,L/LL6,25000,Fell,1870,http://www.lpi.usra.edu/meteor/metbull.php?code=5185,37.98333,-1.16667,695,56:02.8,11:51.9,1870-01-01 00:00:00,-1.16667,37.98333,"{""type"":""Point"",""coordinates"":[-1.16667,37.98333]}"
Cabin Creek,"Iron, IIIAB",48500,Fell,1886,http://www.lpi.usra.edu/meteor/metbull.php?code=5186,35.5,-93.5,441,56:02.8,11:51.9,1886-01-01 00:00:00,-93.5,35.5,"{""type"":""Point"",""coordinates"":[-93.5,35.5]}"
Cacak,OC,212,Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=5187,43.83889,20.33333,7863,56:02.8,11:51.9,1/1/1919 0:00,20.33333,43.83889,"{""type"":""Point"",""coordinates"":[20.33333,43.83889]}"
Ca̱ellas,H4,945,Fell,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=5251,41.25,1.66667,3907,56:02.8,11:51.9,1861-01-01 00:00:00,1.66667,41.25,"{""type"":""Point"",""coordinates"":[1.66667,41.25]}"
Calce,Doubtful stone,350,Fell,1635,http://www.lpi.usra.edu/meteor/metbull.php?code=5195,45.5,11.5,6265,56:02.8,11:51.9,1635-01-01 00:00:00,11.5,45.5,"{""type"":""Point"",""coordinates"":[11.5,45.5]}"
Cali,H/L4,478,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=45976,3.405,-76.51,5344,56:02.8,11:51.9,1/1/2007 0:00,-76.51,3.405,"{""type"":""Point"",""coordinates"":[-76.51,3.405]}"
Calivo,Stone-uncl,2400,Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=5200,11.75,122.33333,2501,56:02.8,11:51.9,1/1/1916 0:00,122.33333,11.75,"{""type"":""Point"",""coordinates"":[122.33333,11.75]}"
Campos Sales,L5,23680,Fell,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=5249,-7.03333,-40.16667,721,56:02.8,11:51.9,1/1/1991 0:00,-40.16667,-7.03333,"{""type"":""Point"",""coordinates"":[-40.16667,-7.03333]}"
Cangas de Onis,H5,34000,Fell,1866,http://www.lpi.usra.edu/meteor/metbull.php?code=5252,43.38333,-5.15,575,56:02.8,11:51.9,1866-01-01 00:00:00,-5.15,43.38333,"{""type"":""Point"",""coordinates"":[-5.15,43.38333]}"
Canon City,H6,1400,Fell,1973,http://www.lpi.usra.edu/meteor/metbull.php?code=5253,38.47028,-105.24139,3236,56:02.8,11:51.9,1/1/1973 0:00,-105.24139,38.47028,"{""type"":""Point"",""coordinates"":[-105.24139,38.47028]}"
Cape Girardeau,H6,2300,Fell,1846,http://www.lpi.usra.edu/meteor/metbull.php?code=5260,37.26667,-89.58333,2544,56:02.8,11:51.9,1846-01-01 00:00:00,-89.58333,37.26667,"{""type"":""Point"",""coordinates"":[-89.58333,37.26667]}"
Capilla del Monte,H6,750,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=5264,-30.88333,-64.55,4342,56:02.8,11:51.9,1/1/1934 0:00,-64.55,-30.88333,"{""type"":""Point"",""coordinates"":[-64.55,-30.88333]}"
Carancas,H4-5,342,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=45817,-16.66444,-69.04389,6337,56:02.8,11:51.9,1/1/2007 0:00,-69.04389,-16.66444,"{""type"":""Point"",""coordinates"":[-69.04389,-16.66444]}"
Caratash,LL6,8,Fell,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=5265,38.5,27,23567,56:02.8,11:51.9,1/1/1902 0:00,27,38.5,"{""type"":""Point"",""coordinates"":[27,38.5]}"
Cardiff,Doubtful stone,0,Fell,1842,http://www.lpi.usra.edu/meteor/metbull.php?code=5269,51.46667,-3.16667,34314,56:02.8,11:51.9,1842-01-01 00:00:00,-3.16667,51.46667,"{""type"":""Point"",""coordinates"":[-3.16667,51.46667]}"
Carlstadt,Pseudometeorite,0,Fell,1822,http://www.lpi.usra.edu/meteor/metbull.php?code=5276,59.36667,13.51667,34309,56:02.8,11:51.9,1822-01-01 00:00:00,13.51667,59.36667,"{""type"":""Point"",""coordinates"":[13.51667,59.36667]}"
Carpentras,Doubtful meteorite,0,Fell,1738,http://www.lpi.usra.edu/meteor/metbull.php?code=5280,44.05,5.05,34292,56:02.8,11:51.9,1738-01-01 00:00:00,5.05,44.05,"{""type"":""Point"",""coordinates"":[5.05,44.05]}"
Castalia,H5,7300,Fell,1874,http://www.lpi.usra.edu/meteor/metbull.php?code=5291,36.08333,-78.06667,1437,56:02.8,11:51.9,1874-01-01 00:00:00,-78.06667,36.08333,"{""type"":""Point"",""coordinates"":[-78.06667,36.08333]}"
Castel Berardenga,Stone-uncl,0,Fell,1791,http://www.lpi.usra.edu/meteor/metbull.php?code=5292,43.35,11.5,34301,56:02.8,11:51.9,1791-01-01 00:00:00,11.5,43.35,"{""type"":""Point"",""coordinates"":[11.5,43.35]}"
Castine,L6,94,Fell,1848,http://www.lpi.usra.edu/meteor/metbull.php?code=5293,44.38333,-68.75,10960,56:02.8,11:51.9,1848-01-01 00:00:00,-68.75,44.38333,"{""type"":""Point"",""coordinates"":[-68.75,44.38333]}"
Castrovillari,Stone-uncl,15000,Fell,1583,http://www.lpi.usra.edu/meteor/metbull.php?code=5295,39.8,16.2,966,56:02.8,11:51.9,1583-01-01 00:00:00,16.2,39.8,"{""type"":""Point"",""coordinates"":[16.2,39.8]}"
Caswell County,OC,1360,Fell,1810,http://www.lpi.usra.edu/meteor/metbull.php?code=5296,36.5,-79.25,3282,56:02.8,11:51.9,1810-01-01 00:00:00,-79.25,36.5,"{""type"":""Point"",""coordinates"":[-79.25,36.5]}"
Ceniceros,L3.7,1025,Fell,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=5306,26.46667,-105.23333,3731,56:02.8,11:51.9,1/1/1988 0:00,-105.23333,26.46667,"{""type"":""Point"",""coordinates"":[-105.23333,26.46667]}"
Centerville,H5,45.6,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=5307,43.2,-96.91667,14105,56:02.8,11:51.9,1/1/1956 0:00,-96.91667,43.2,"{""type"":""Point"",""coordinates"":[-96.91667,43.2]}"
Cereseto,H5,6460,Fell,1840,http://www.lpi.usra.edu/meteor/metbull.php?code=5308,45.08333,8.3,1536,56:02.8,11:51.9,1840-01-01 00:00:00,8.3,45.08333,"{""type"":""Point"",""coordinates"":[8.3,45.08333]}"
Chadong,L6,3700,Fell,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=5313,28.53333,109.31667,2038,56:02.8,11:51.9,1/1/1998 0:00,109.31667,28.53333,"{""type"":""Point"",""coordinates"":[109.31667,28.53333]}"
Chail,H6,0.5,Fell,1814,http://www.lpi.usra.edu/meteor/metbull.php?code=5314,25.36667,81.66667,33515,56:02.8,11:51.9,1814-01-01 00:00:00,81.66667,25.36667,"{""type"":""Point"",""coordinates"":[81.66667,25.36667]}"
Chainpur,LL3.4,8200,Fell,1907,http://www.lpi.usra.edu/meteor/metbull.php?code=5315,25.85,83.48333,1353,56:02.8,11:51.9,1/1/1907 0:00,83.48333,25.85,"{""type"":""Point"",""coordinates"":[83.48333,25.85]}"
Chajari,L5,18300,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=5316,-30.78333,-58.05,845,56:02.8,11:51.9,1/1/1933 0:00,-58.05,-30.78333,"{""type"":""Point"",""coordinates"":[-58.05,-30.78333]}"
Chandakapur,L5,8800,Fell,1838,http://www.lpi.usra.edu/meteor/metbull.php?code=5320,20.26667,76.01667,1303,56:02.8,11:51.9,1838-01-01 00:00:00,76.01667,20.26667,"{""type"":""Point"",""coordinates"":[76.01667,20.26667]}"
Chandpur,L6,1100,Fell,1885,http://www.lpi.usra.edu/meteor/metbull.php?code=5321,27.28333,79.05,3609,56:02.8,11:51.9,1885-01-01 00:00:00,79.05,27.28333,"{""type"":""Point"",""coordinates"":[79.05,27.28333]}"
Changde,H5,1810,Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=5322,29.08333,111.75,2860,56:02.8,11:51.9,1/1/1977 0:00,111.75,29.08333,"{""type"":""Point"",""coordinates"":[111.75,29.08333]}"
Chantonnay,L6,31500,Fell,1812,http://www.lpi.usra.edu/meteor/metbull.php?code=5325,46.68333,1.05,596,56:02.8,11:51.9,1812-01-01 00:00:00,1.05,46.68333,"{""type"":""Point"",""coordinates"":[1.05,46.68333]}"
Charleroi,Doubtful stone,0,Fell,1634,http://www.lpi.usra.edu/meteor/metbull.php?code=5327,50.4,4.46667,34276,56:02.8,11:51.9,1634-01-01 00:00:00,4.46667,50.4,"{""type"":""Point"",""coordinates"":[4.46667,50.4]}"
Charlotte,"Iron, IVA",4300,Fell,1835,http://www.lpi.usra.edu/meteor/metbull.php?code=5328,36.16667,-87.33333,1875,56:02.8,11:51.9,1835-01-01 00:00:00,-87.33333,36.16667,"{""type"":""Point"",""coordinates"":[-87.33333,36.16667]}"
Charsonville,H6,27000,Fell,1810,http://www.lpi.usra.edu/meteor/metbull.php?code=5329,47.93333,1.56667,654,56:02.8,11:51.9,1810-01-01 00:00:00,1.56667,47.93333,"{""type"":""Point"",""coordinates"":[1.56667,47.93333]}"
Charwallas,H6,12000,Fell,1834,http://www.lpi.usra.edu/meteor/metbull.php?code=5330,29.48333,75.5,1089,56:02.8,11:51.9,1834-01-01 00:00:00,75.5,29.48333,"{""type"":""Point"",""coordinates"":[75.5,29.48333]}"
Chassigny,Martian (chassignite),4000,Fell,1815,http://www.lpi.usra.edu/meteor/metbull.php?code=5331,47.71667,5.36667,1944,56:02.8,11:51.9,1815-01-01 00:00:00,5.36667,47.71667,"{""type"":""Point"",""coordinates"":[5.36667,47.71667]}"
Chaves,Howardite,2945,Fell,1925,http://www.lpi.usra.edu/meteor/metbull.php?code=5334,41.93333,-7.46667,2282,56:02.8,11:51.9,1/1/1925 0:00,-7.46667,41.93333,"{""type"":""Point"",""coordinates"":[-7.46667,41.93333]}"
Chela,H4,2936,Fell,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=5338,-3.66667,32.5,2284,56:02.8,11:51.9,1/1/1988 0:00,32.5,-3.66667,"{""type"":""Point"",""coordinates"":[32.5,-3.66667]}"
Chergach,H5,100000,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47347,23.69639,-5.01472,273,56:02.8,11:51.9,1/1/2007 0:00,-5.01472,23.69639,"{""type"":""Point"",""coordinates"":[-5.01472,23.69639]}"
Chernyi Bor,H4,6000,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=5339,53.7,30.1,1598,56:02.8,11:51.9,1/1/1964 0:00,30.1,53.7,"{""type"":""Point"",""coordinates"":[30.1,53.7]}"
Cherokee Springs,LL6,8400,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=5340,35.03333,-81.88333,1337,56:02.8,11:51.9,1/1/1933 0:00,-81.88333,35.03333,"{""type"":""Point"",""coordinates"":[-81.88333,35.03333]}"
